,CountryName,CountryCode,Date,School closing,Stay at home requirements,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Continent_Name
13491,India,IND,2020-04-19,3,3,15712.0,507.0,100.0,Asia
13492,India,IND,2020-04-20,3,3,17265.0,543.0,96.43,Asia
13493,India,IND,2020-04-21,3,3,18600.0,590.0,96.43,Asia
13494,India,IND,2020-04-22,3,3,19984.0,640.0,96.43,Asia
13495,India,IND,2020-04-23,3,3,21393.0,681.0,96.43,Asia
13496,India,IND,2020-04-24,3,3,23077.0,718.0,96.43,Asia
13497,India,IND,2020-04-25,3,3,24506.0,775.0,96.43,Asia
13498,India,IND,2020-04-26,3,3,26496.0,824.0,96.43,Asia
13499,India,IND,2020-04-27,3,3,27892.0,872.0,96.43,Asia
13500,India,IND,2020-04-28,3,3,29435.0,934.0,96.43,Asia
13501,India,IND,2020-04-29,3,3,31332.0,1007.0,96.43,Asia
13502,India,IND,2020-04-30,3,3,33050.0,1074.0,96.43,Asia
13503,India,IND,2020-05-01,3,3,35043.0,1147.0,96.43,Asia
13504,India,IND,2020-05-02,3,3,37336.0,1218.0,96.43,Asia
13505,India,IND,2020-05-03,3,3,39980.0,1301.0,96.43,Asia
10041,India,IND,2020-05-04,3,2,42533.0,1373.0,83.33,Asia
10042,India,IND,2020-05-05,3,2,46433.0,1568.0,83.33,Asia
10043,India,IND,2020-05-06,3,2,49391.0,1694.0,83.33,Asia
10044,India,IND,2020-05-07,3,2,52952.0,1783.0,83.33,Asia
10045,India,IND,2020-05-08,3,2,56342.0,1886.0,83.33,Asia
10046,India,IND,2020-05-09,3,2,59662.0,1981.0,83.33,Asia
10047,India,IND,2020-05-10,3,2,62939.0,2109.0,83.33,Asia
10048,India,IND,2020-05-11,3,2,67152.0,2206.0,83.33,Asia
10049,India,IND,2020-05-12,3,2,70756.0,2293.0,83.33,Asia
10050,India,IND,2020-05-13,3,2,74281.0,2415.0,83.33,Asia
10051,India,IND,2020-05-14,3,2,78003.0,2549.0,83.33,Asia
10052,India,IND,2020-05-15,3,2,81970.0,2649.0,83.33,Asia
10053,India,IND,2020-05-16,3,2,85940.0,2752.0,83.33,Asia
10054,India,IND,2020-05-17,3,2,90927.0,2872.0,83.33,Asia
10055,India,IND,2020-05-18,3,2,96169.0,3029.0,79.76,Asia
10056,India,IND,2020-05-19,3,2,101139.0,3163.0,79.76,Asia
10057,India,IND,2020-05-20,3,2,106750.0,3303.0,79.76,Asia
10229,Italy,ITA,2020-03-01,3,2,1128.0,29.0,67.38,Europe
10230,Italy,ITA,2020-03-02,3,2,1689.0,35.0,67.38,Europe
10231,Italy,ITA,2020-03-03,3,2,2036.0,52.0,67.38,Europe
10232,Italy,ITA,2020-03-04,3,2,2502.0,80.0,73.81,Europe
10233,Italy,ITA,2020-03-05,3,2,3089.0,107.0,73.81,Europe
10234,Italy,ITA,2020-03-06,3,2,3858.0,148.0,73.81,Europe
10235,Italy,ITA,2020-03-07,3,2,4636.0,197.0,73.81,Europe
10236,Italy,ITA,2020-03-08,3,2,5883.0,233.0,73.81,Europe
10237,Italy,ITA,2020-03-09,3,2,7375.0,366.0,73.81,Europe
10238,Italy,ITA,2020-03-10,3,2,9172.0,464.0,82.14,Europe
10239,Italy,ITA,2020-03-11,3,2,10149.0,631.0,86.9,Europe
10240,Italy,ITA,2020-03-12,3,2,12462.0,827.0,86.9,Europe
10241,Italy,ITA,2020-03-13,3,2,15113.0,1016.0,86.9,Europe
10242,Italy,ITA,2020-03-14,3,2,17660.0,1268.0,86.9,Europe
10243,Italy,ITA,2020-03-15,3,2,21157.0,1441.0,86.9,Europe
10244,Italy,ITA,2020-03-16,3,2,23980.0,1811.0,86.9,Europe
10245,Italy,ITA,2020-03-17,3,2,27980.0,2158.0,86.9,Europe
10246,Italy,ITA,2020-03-18,3,2,31506.0,2505.0,86.9,Europe
10247,Italy,ITA,2020-03-19,3,2,35713.0,2978.0,86.9,Europe
13517,Italy,ITA,2020-03-20,3,3,41035.0,3407.0,91.67,Europe
13518,Italy,ITA,2020-03-21,3,3,47021.0,4032.0,91.67,Europe
13519,Italy,ITA,2020-03-22,3,3,53578.0,4827.0,91.67,Europe
13520,Italy,ITA,2020-03-23,3,3,59138.0,5476.0,91.67,Europe
13521,Italy,ITA,2020-03-24,3,3,63927.0,6077.0,91.67,Europe
13522,Italy,ITA,2020-03-25,3,3,69176.0,6820.0,91.67,Europe
13523,Italy,ITA,2020-03-26,3,3,74386.0,7505.0,91.67,Europe
13524,Italy,ITA,2020-03-27,3,3,80539.0,8165.0,91.67,Europe
13525,Italy,ITA,2020-03-28,3,3,86498.0,9136.0,91.67,Europe
13526,Italy,ITA,2020-03-29,3,3,92472.0,10023.0,91.67,Europe
13527,Italy,ITA,2020-03-30,3,3,97689.0,10781.0,91.67,Europe
13528,Italy,ITA,2020-03-31,3,3,101739.0,11591.0,91.67,Europe
13529,Italy,ITA,2020-04-01,3,3,105792.0,12430.0,91.67,Europe
13530,Italy,ITA,2020-04-02,3,3,110574.0,13157.0,91.67,Europe
13531,Italy,ITA,2020-04-03,3,3,115242.0,13917.0,91.67,Europe
13532,Italy,ITA,2020-04-04,3,3,119827.0,14681.0,91.67,Europe
13533,Italy,ITA,2020-04-05,3,3,124632.0,15362.0,91.67,Europe
13534,Italy,ITA,2020-04-06,3,3,128948.0,15889.0,91.67,Europe
13535,Italy,ITA,2020-04-07,3,3,132547.0,16525.0,91.67,Europe
13536,Italy,ITA,2020-04-08,3,3,135586.0,17129.0,91.67,Europe
13537,Italy,ITA,2020-04-09,3,3,139422.0,17669.0,91.67,Europe
10248,Italy,ITA,2020-04-10,3,2,143626.0,18281.0,91.67,Europe
10249,Italy,ITA,2020-04-11,3,2,147577.0,18851.0,91.67,Europe
10250,Italy,ITA,2020-04-12,3,2,152271.0,19470.0,96.43,Europe
10251,Italy,ITA,2020-04-13,3,2,156363.0,19901.0,96.43,Europe
10252,Italy,ITA,2020-04-14,3,2,159516.0,20465.0,96.43,Europe
10253,Italy,ITA,2020-04-15,3,2,162488.0,21069.0,96.43,Europe
10254,Italy,ITA,2020-04-16,3,2,165155.0,21647.0,96.43,Europe
10255,Italy,ITA,2020-04-17,3,2,168941.0,22172.0,96.43,Europe
10256,Italy,ITA,2020-04-18,3,2,172434.0,22747.0,96.43,Europe
10257,Italy,ITA,2020-04-19,3,2,175925.0,23227.0,96.43,Europe
10258,Italy,ITA,2020-04-20,3,2,178972.0,23660.0,96.43,Europe
10259,Italy,ITA,2020-04-21,3,2,181228.0,24114.0,96.43,Europe
10260,Italy,ITA,2020-04-22,3,2,183957.0,24648.0,96.43,Europe
10261,Italy,ITA,2020-04-23,3,2,187327.0,25085.0,96.43,Europe
10262,Italy,ITA,2020-04-24,3,2,189973.0,25549.0,96.43,Europe
10263,Italy,ITA,2020-04-25,3,2,192994.0,25969.0,96.43,Europe
10264,Italy,ITA,2020-04-26,3,2,195351.0,26384.0,96.43,Europe
10265,Italy,ITA,2020-04-27,3,2,197675.0,26644.0,96.43,Europe
10266,Italy,ITA,2020-04-28,3,2,199414.0,26977.0,96.43,Europe
10267,Italy,ITA,2020-04-29,3,2,201505.0,27359.0,96.43,Europe
10268,Italy,ITA,2020-04-30,3,2,203591.0,27682.0,96.43,Europe
10269,Italy,ITA,2020-05-01,3,2,205463.0,27967.0,96.43,Europe
10270,Italy,ITA,2020-05-02,3,2,207428.0,28236.0,96.43,Europe
10271,Italy,ITA,2020-05-03,3,2,209328.0,28710.0,96.43,Europe
6462,Italy,ITA,2020-05-04,3,1,210717.0,28884.0,66.67,Europe
6463,Italy,ITA,2020-05-05,3,1,211938.0,29079.0,66.67,Europe
6464,Italy,ITA,2020-05-06,3,1,213013.0,29315.0,66.67,Europe
6465,Italy,ITA,2020-05-07,3,1,214457.0,29684.0,66.67,Europe
6466,Italy,ITA,2020-05-08,3,1,215858.0,29958.0,66.67,Europe
6467,Italy,ITA,2020-05-09,3,1,217185.0,30201.0,66.67,Europe
6468,Italy,ITA,2020-05-10,3,1,218268.0,30395.0,66.67,Europe
6469,Italy,ITA,2020-05-11,3,1,219070.0,30560.0,66.67,Europe
6470,Italy,ITA,2020-05-12,3,1,219814.0,30739.0,66.67,Europe
6471,Italy,ITA,2020-05-13,3,1,221216.0,30911.0,66.67,Europe
6472,Italy,ITA,2020-05-14,3,1,222104.0,31106.0,66.67,Europe
6473,Italy,ITA,2020-05-15,3,1,223096.0,31368.0,66.67,Europe
6474,Italy,ITA,2020-05-16,3,1,223885.0,31610.0,70.24,Europe
6475,Italy,ITA,2020-05-17,3,1,224760.0,31763.0,70.24,Europe
6476,Italy,ITA,2020-05-18,3,1,225435.0,31908.0,78.57,Europe
6477,Italy,ITA,2020-05-19,3,1,225886.0,32007.0,78.57,Europe
6478,Italy,ITA,2020-05-20,3,1,226699.0,32169.0,78.57,Europe
4760,United States,USA,2020-03-01,0,0,69.0,1.0,11.9,North America
4761,United States,USA,2020-03-02,0,0,89.0,2.0,15.48,North America
4762,United States,USA,2020-03-03,0,0,103.0,6.0,15.48,North America
4763,United States,USA,2020-03-04,0,0,125.0,9.0,15.48,North America
4764,United States,USA,2020-03-05,3,0,159.0,11.0,26.19,North America
4765,United States,USA,2020-03-06,3,0,233.0,12.0,26.19,North America
4766,United States,USA,2020-03-07,3,0,338.0,14.0,26.19,North America
4767,United States,USA,2020-03-08,3,0,433.0,17.0,26.19,North America
4768,United States,USA,2020-03-09,3,0,554.0,21.0,26.19,North America
4769,United States,USA,2020-03-10,3,0,754.0,26.0,26.19,North America
4770,United States,USA,2020-03-11,3,0,1025.0,28.0,26.19,North America
4771,United States,USA,2020-03-12,3,0,1312.0,30.0,30.95,North America
4772,United States,USA,2020-03-13,3,0,1663.0,40.0,30.95,North America
4773,United States,USA,2020-03-14,3,0,2174.0,47.0,40.48,North America
12415,United States,USA,2020-03-15,3,2,2951.0,57.0,40.48,North America
12416,United States,USA,2020-03-16,3,2,3774.0,69.0,54.76,North America
12417,United States,USA,2020-03-17,3,2,4661.0,85.0,59.52,North America
12418,United States,USA,2020-03-18,3,2,6427.0,108.0,59.52,North America
12419,United States,USA,2020-03-19,3,2,9415.0,150.0,70.24,North America
12420,United States,USA,2020-03-20,3,2,14250.0,150.0,70.24,North America
12421,United States,USA,2020-03-21,3,2,19624.0,260.0,72.14,North America
12422,United States,USA,2020-03-22,3,2,26747.0,340.0,72.14,North America
12423,United States,USA,2020-03-23,3,2,35206.0,471.0,72.14,North America
12424,United States,USA,2020-03-24,3,2,46442.0,590.0,72.14,North America
12425,United States,USA,2020-03-25,3,2,55231.0,801.0,72.14,North America
12426,United States,USA,2020-03-26,3,2,69194.0,1050.0,72.14,North America
12427,United States,USA,2020-03-27,3,2,85991.0,1296.0,72.14,North America
12428,United States,USA,2020-03-28,3,2,104686.0,1707.0,72.14,North America
12429,United States,USA,2020-03-29,3,2,124665.0,2191.0,72.14,North America
12430,United States,USA,2020-03-30,3,2,143025.0,2509.0,72.14,North America
12431,United States,USA,2020-03-31,3,2,164620.0,3170.0,72.14,North America
12432,United States,USA,2020-04-01,3,2,189618.0,4079.0,72.14,North America
12433,United States,USA,2020-04-02,3,2,216721.0,5138.0,72.14,North America
12434,United States,USA,2020-04-03,3,2,245540.0,6053.0,72.14,North America
12435,United States,USA,2020-04-04,3,2,277965.0,7157.0,72.14,North America
12436,United States,USA,2020-04-05,3,2,312237.0,8501.0,72.14,North America
12437,United States,USA,2020-04-06,3,2,337635.0,9647.0,72.14,North America
12438,United States,USA,2020-04-07,3,2,368196.0,10989.0,72.14,North America
12439,United States,USA,2020-04-08,3,2,398809.0,12895.0,72.14,North America
12440,United States,USA,2020-04-09,3,2,432132.0,14817.0,72.14,North America
12441,United States,USA,2020-04-10,3,2,466033.0,16690.0,72.14,North America
12442,United States,USA,2020-04-11,3,2,501560.0,18777.0,72.14,North America
12443,United States,USA,2020-04-12,3,2,529951.0,20608.0,72.14,North America
12444,United States,USA,2020-04-13,3,2,557571.0,22108.0,72.14,North America
12445,United States,USA,2020-04-14,3,2,582594.0,23649.0,72.14,North America
12446,United States,USA,2020-04-15,3,2,609516.0,26057.0,72.14,North America
12447,United States,USA,2020-04-16,3,2,639664.0,30985.0,72.14,North America
12448,United States,USA,2020-04-17,3,2,671331.0,33284.0,72.14,North America
12449,United States,USA,2020-04-18,3,2,702164.0,37054.0,72.14,North America
12450,United States,USA,2020-04-19,3,2,735086.0,38910.0,72.14,North America
12451,United States,USA,2020-04-20,3,2,759687.0,40682.0,72.14,North America
12452,United States,USA,2020-04-21,3,2,787752.0,42539.0,72.14,North America
12453,United States,USA,2020-04-22,3,2,825041.0,45063.0,72.14,North America
12454,United States,USA,2020-04-23,3,2,842629.0,46784.0,72.14,North America
12455,United States,USA,2020-04-24,3,2,869172.0,49963.0,72.14,North America
12456,United States,USA,2020-04-25,3,2,890524.0,51017.0,72.14,North America
12457,United States,USA,2020-04-26,3,2,939053.0,53189.0,72.14,North America
12458,United States,USA,2020-04-27,3,2,965910.0,54876.0,72.14,North America
12459,United States,USA,2020-04-28,3,2,988451.0,56245.0,72.14,North America
12460,United States,USA,2020-04-29,3,2,1012583.0,58355.0,72.14,North America
12461,United States,USA,2020-04-30,3,2,1039909.0,60966.0,72.14,North America
12462,United States,USA,2020-05-01,3,2,1069826.0,63006.0,72.14,North America
12463,United States,USA,2020-05-02,3,2,1103781.0,65068.0,72.14,North America
12464,United States,USA,2020-05-03,3,2,1133069.0,66385.0,72.14,North America
12465,United States,USA,2020-05-04,3,2,1158041.0,67682.0,72.14,North America
12466,United States,USA,2020-05-05,3,2,1180634.0,68934.0,72.14,North America
12467,United States,USA,2020-05-06,3,2,1204475.0,71078.0,72.14,North America
12468,United States,USA,2020-05-07,3,2,1228603.0,73431.0,72.14,North America
12469,United States,USA,2020-05-08,3,2,1256972.0,75670.0,72.14,North America
12470,United States,USA,2020-05-09,3,2,1283929.0,77180.0,72.14,North America
12471,United States,USA,2020-05-10,3,2,1309541.0,78794.0,72.14,North America
12472,United States,USA,2020-05-11,3,2,1329799.0,79528.0,72.14,North America
12473,United States,USA,2020-05-12,3,2,1347916.0,80684.0,72.14,North America
12474,United States,USA,2020-05-13,3,2,1369964.0,82387.0,72.14,North America
12475,United States,USA,2020-05-14,3,2,1390746.0,84133.0,72.14,North America
12476,United States,USA,2020-05-15,3,2,1417889.0,85906.0,72.14,North America
12477,United States,USA,2020-05-16,3,2,1443397.0,87568.0,72.14,North America
12478,United States,USA,2020-05-17,3,2,1467884.0,88754.0,72.14,North America
12479,United States,USA,2020-05-18,3,2,1486757.0,89562.0,72.14,North America
12480,United States,USA,2020-05-19,3,2,1508598.0,90353.0,72.14,North America
12481,United States,USA,2020-05-20,3,2,1528568.0,91921.0,72.14,North America
